"Name","Commit","Runtime","GitHub","Group","Hostname","Notes","GPU Type","GPU Count","Tags","_name_or_path","architectures","attention_probs_dropout_prob","hidden_act","hidden_dropout_prob","hidden_size","intermediate_size","layer_norm_eps","max_position_embeddings","model/num_parameters","num_attention_heads","num_hidden_layers","output_dir","per_device_eval_batch_size","per_device_train_batch_size","run_name","save_total_limit","torch_dtype","eval/accuracy","eval/f1","eval/loss","eval/precision","eval/recall","eval/runtime","eval/samples_per_second","eval/steps_per_second","total_flos","train/global_step","train/grad_norm","train/learning_rate","train/loss","train_loss","train_runtime","train_samples_per_second","train_steps_per_second"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","461","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained dqyd5uhs""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.25","gelu","0.25","4","16","0.075","34","7790","4","10","./MalBERTA-pretrained-classifier","2048","1024","./MalBERTA-pretrained-classifier","1","float32","0.604249219633835","0.45518752941819784","0.6787674427032471","0.3651171194280986","0.604249219633835","112.802","4490.107","2.199","862077089664","1770","0.023045720532536507","0.000002005649717514124","0.6873","0.6889138604288048","456.1668","3972.098","3.88"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","3865","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained g34v7i9k""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","silu","0.25","1408","5632","0.01","66","170559490","11","7","./MalBERTA-pretrained-classifier","2048","1024","./MalBERTA-pretrained-classifier","1","float32","0.7950905913816518","0.7911786928819823","0.42690229415893555","0.8122615258719813","0.7950905913816518","325.7802","662.253","0.325","60251230782812160","909","0.701166033744812","5.500550055005501e-7","0.318","0.34893074812013064","3834.5434","242.632","0.237"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","3356","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained crahe0mc""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","gelu_new","0.001","640","10240","0.01","34","89832322","5","6","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.8694747752307952","0.8687971228185833","0.2744622230529785","0.871767123620325","0.8694747752307952","272.1965","1524.156","5.955","30997858306856450","14175","0.8274263739585876","2.680776014109348e-7","0.2505","0.2763974826550358","3327.3205","545.295","4.26"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","2644","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 8xdudjec""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.25","silu","0.01","160","1280","0.01","18","4354082","5","8","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7512011462926036","0.7476311670351496","0.4463875889778137","0.794200523302005","0.7512011462926036","124.017","7011.829","54.783","1498994186249472","58873","4.27159309387207","6.284714555059196e-8","0.3214","0.33778817219567586","2639.3369","1427.569","22.306"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","3455","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained j23b4zvi""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","gelu_new","0.1","640","10240","0.01","66","104614402","5","7","./MalBERTA-pretrained-classifier","512","256","./MalBERTA-pretrained-classifier","1","float32","0.8798477690824312","0.8795730456082312","0.26912176609039307","0.8820348238496302","0.8798477690824312","267.0229","734.087","1.434","36456352741725700","3575","0.6609472036361694","0.000001062937062937063","0.2868","0.31221415326311874","3414.5829","268.004","1.047"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","3309","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained yn996gaw""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","silu","0.1","1536","3072","0.025","66","117803522","12","6","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8611030883685725","0.86095182894749","0.40142324566841125","0.8714430748331237","0.8611030883685725","235.599","852.372","6.66","42737753425595140","15029","2.755763530731201","9.980703972320181e-8","0.1838","0.21875134024587375","3287.3485","292.581","4.572"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","2809","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained h2tpwr6l""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","silu","0.1","1152","9216","0.01","66","109146242","9","4","./MalBERTA-pretrained-classifier","1024","512","./MalBERTA-pretrained-classifier","1","float32","0.8652989865326304","0.8641186127509758","0.3273288905620575","0.8668516198472672","0.8652989865326304","294.0844","871.345","0.853","42413693013307390","2006","0.9090288877487184","1.7447657028913264e-7","0.306","0.34089801960428834","2787.933","368.267","0.72"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1895","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 7qc7d31c""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu_new","0.1","48","192","0.025","34","320738","6","9","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7623789253132308","0.7529733534695864","0.7079708576202393","0.7923497440017313","0.7623789253132308","99.6131","4992.484","39.011","98695712598144","31254","3.502817153930664","8.798873744160749e-8","0.29","0.3222362829305896","1890.5042","1058.026","16.532"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","2110","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained rijbapum""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu_new","0.1","512","4096","0.01","130","53509634","4","10","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.8276305723624731","0.825041152159469","0.449792355298996","0.845219102488546","0.8276305723624731","199.9866","575.199","2.25","18321946545337344","3532","1.5440995693206787","4.6715741789354475e-7","0.2437","0.2724041483815367","2096.3332","215.614","1.685"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1542","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained t4b5bce7""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu","0.1","36","72","0.025","18","134822","9","8","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.7559089663267609","0.7526398252795994","0.4570469558238983","0.7723507691597502","0.7559089663267609","111.8535","9231.192","36.065","29372539912320","27291","1.2839561700820925","1.6855373566377198e-7","0.4246","0.4333525114579075","1536.8358","2272.942","17.758"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1557","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained w3907soi""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.1","128","1024","0.01","34","2496002","2","7","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8375779556632602","0.8379878700365003","0.3339248597621918","0.8440793317967994","0.8375779556632602","105.6678","4623.725","36.132","823350528208896","28807","1.2099143266677856","1.3885513937584614e-8","0.3612","0.3805513789405734","1551.4704","1188.302","18.568"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1358","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained us98k5zg""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.25","64","512","0.01","34","587458","2","6","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7648220578554003","0.7563686623779731","0.436446875333786","0.8059825196423582","0.7648220578554003","64.0768","5239.011","40.935","173913403288704","28168","1.0259363651275637","1.2247940925873333e-7","0.3266","0.33606313325166365","1353.0736","1332.305","20.818"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","2066","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained hlqb2zoy""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","silu","0.1","768","3072","0.025","130","79653890","12","11","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.8794753333270604","0.8793237745192309","0.2439040094614029","0.8801309442383313","0.8794753333270604","182.4724","582.428","2.28","26048057568830976","3373","2.4369330406188965","0.0000010969463385710052","0.2925","0.32706122196218995","2048.9143","210.711","1.646"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1293","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained gicrmldj""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.1","48","192","0.05","18","93794","6","1","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7269796485608939","0.726668746596345","0.4940051138401031","0.7793740625849956","0.7269796485608939","109.706","8697.192","67.954","10806695105856","57074","1.8005073070526123","6.570417352910258e-8","0.3989","0.4234874760231098","1288.0697","2835.815","44.31"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1403","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained a3498qu7""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu_new","0.01","512","2048","0.01","34","23011330","4","7","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.919770224153486","0.9206425020374628","0.18878380954265592","0.9222829242723204","0.919770224153486","133.3149","3442.092","13.449","7127645011344000","12988","1.318023681640625","3.426239605789961e-7","0.2388","0.26994937583046913","1394.6687","1191.95","9.313"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","526","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained by5dqn56""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","relu","0.25","128","512","0.05","18","978050","8","4","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.8010258847531501","0.7990980266664172","0.39243999123573303","0.8002784954245651","0.8010258847531501","34.2295","25202.512","98.453","305582648276160","30698","0.828609049320221","1.612482897908659e-7","0.3712","0.38606285506781635","521.7832","7530.455","58.833"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","492","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained cd1mkhrq""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","silu","0.01","256","1024","0.025","66","8312578","4","10","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8985885049231254","0.8979170641921363","0.24759334325790405","0.8994127579516532","0.8985885049231254","35.531","5182.26","40.5","2861410223992320","14619","1.6381136178970337","6.840413160954923e-8","0.2872","0.3028482728017829","486.0634","1924.872","30.076"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1619","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained law3d96a""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","gelu_new","0.001","768","1536","0.01","130","48957698","6","10","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.7830684402982926","0.7794243282355178","0.5240245461463928","0.7958539572600558","0.7830684402982926","152.5891","910.445","3.559","17680302864450048","3758","1.10932719707489","7.849920170303353e-7","0.2982","0.3291508216309763","1595.0986","301.531","2.356"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","611","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained ij7mxgui""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu","0.01","160","2560","0.05","66","9500002","5","10","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8534768175425758","0.8511953639686424","0.3158472180366516","0.8579189874034426","0.8534768175425758","48.8431","4644.073","36.3","3562164689326848","15616","2.416708707809448","5.443135245901639e-8","0.3004","0.32721523348180975","605.6884","1649.959","25.782"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","447","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 8o2kcz3l""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","relu","0.1","112","448","0.05","18","1223938","7","7","./MalBERTA-pretrained-classifier","512","256","./MalBERTA-pretrained-classifier","1","float32","0.8033287360205201","0.800425163788837","0.40805763006210327","0.8056335938112478","0.8033287360205201","36.2546","24818.913","48.49","384623955028224","14532","0.9840190410614014","1.1354252683732453e-7","0.3903","0.4009752228277759","442.6592","8403.929","32.829"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","719","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 6fpziulg""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.01","128","2048","0.025","130","6722562","2","11","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8482688677916443","0.8477438837755131","0.5560956001281738","0.8694082083663269","0.8482688677916443","62.6134","1700.77","13.288","2293661494832640","7135","1.8925879001617432","2.522775052557814e-7","0.2906","0.3086873873180665","714.7003","638.921","9.983"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","793","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 2axvrk9a""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","gelu_new","0.001","256","2048","0.01","66","12250626","4","9","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.7906746072918179","0.7863279675562829","0.3895241320133209","0.8119846141891215","0.7906746072918179","75.9878","3170.971","12.397","4271843419021824","7302","2.280355453491211","2.0542317173377157e-8","0.2781","0.2999771784279843","787.3189","1187.125","9.275"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","397","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained iei6rkot""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.25","gelu_new","0.1","192","384","0.025","66","2675138","3","8","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7938144329896907","0.7921390155469729","0.6675505638122559","0.8013727158362371","0.7938144329896907","31.8841","6537.83","51.091","793623442348032","13378","1.660572528839111","2.952608760651817e-7","0.3104","0.32440576027248413","392.5363","2181.037","34.081"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","901","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained mohg69z3""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu_new","0.25","256","2048","0.01","130","14897154","4","11","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7989414345725895","0.7977693538253885","0.4564599692821502","0.8164149458832789","0.7989414345725895","73.7592","1378.092","10.778","4978127186280960","6970","2.2152962684631348","5.093256814921091e-7","0.2981","0.3143477892773052","894.6006","498.577","7.791"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1021","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 7zvj5oya""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.25","768","1536","0.025","66","30000386","6","6","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8840975819843547","0.8843786101882694","0.2511008381843567","0.8848192148803734","0.8840975819843547","89.7117","2691.723","21.034","9700486101739776","13632","1.9383301734924316","1.210387323943662e-7","0.2909","0.3019987295770869","1012.1896","861.913","13.468"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1011","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 7llyhwxg""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu","0.25","88","352","0.01","18","688074","11","6","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.7698491377411196","0.7605783131096597","0.48836588859558105","0.7880476603439891","0.7698491377411196","51.928","17482.826","136.593","197101565569152","56024","1.6167829036712646","2.2311866342995863e-8","0.3717","0.38280973619313713","1007.401","3559.192","55.612"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","361","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained ely47f2n""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","relu","0.01","144","288","0.025","34","1050050","9","5","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.8168894919425933","0.8091317479514811","0.4846849739551544","0.8301081960046152","0.8168894919425933","31.9181","15885.953","62.065","328261840590336","15553","0.9953551292419434","1.7359994856297821e-7","0.3041","0.31656649549130206","357.4538","5569.269","43.511"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","390","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 3zp2zplz""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.1","128","512","0.025","130","2380290","2","11","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.8617671707744466","0.8591511028474996","0.30371811985969543","0.8689268587357377","0.8617671707744466","33.7182","3114.16","24.349","830419500115968","7687","2.040827751159668","5.723949525172369e-7","0.278","0.3125061915012924","385.9251","1274.683","19.918"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","1068","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained h9hjcokp""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.1","gelu_new","0.01","320","2560","0.01","66","21073602","5","10","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.9041348892768538","0.9033077181072826","0.2655757665634155","0.9033088967991136","0.9041348892768538","92.7295","2347.257","9.177","6957676199980032","6859","1.0034997463226318","4.373815424989066e-7","0.2436","0.2668160418932979","1060.9175","827.514","6.465"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","326","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained nz5pi414""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","gelu","0.01","40","80","0.025","66","215082","10","12","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.777976540445423","0.7742519773467192","0.4089750647544861","0.7995021342962962","0.777976540445423","27.5248","8712.77","34.042","61531714192896","7791","4.521570205688477","5.90424849184957e-7","0.4119","0.4383558068405815","322.1772","3095.321","24.182"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","670","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained lx1cte5h""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","relu","0.1","352","1408","0.01","34","14015938","11","9","./MalBERTA-pretrained-classifier","512","256","./MalBERTA-pretrained-classifier","1","float32","0.7952121510217637","0.7963555914318711","0.5327810049057007","0.8178642769380472","0.7952121510217637","56.0492","8488.009","16.593","5242411906106112","7873","1.0537461042404177","4.6996062492061475e-7","0.3182","0.33658422128257526","663.8502","3035.772","11.86"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","309","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained thtccepn""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","relu","0.01","36","288","0.01","34","181946","9","5","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.7314508016571872","0.7232260629168628","0.4835257828235626","0.7627029976825017","0.7314508016571872","24.568","17075.28","66.713","44471138141568","13491","0.9163477420806884","3.409680527759247e-7","0.3372","0.3624799625328018","305.4401","5653.262","44.169"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","341","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 9byrqso4""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","gelu_new","0.01","64","128","0.025","130","463746","2","11","./MalBERTA-pretrained-classifier","128","64","./MalBERTA-pretrained-classifier","1","float32","0.813915128353043","0.8146358033266501","0.42933034896850586","0.8203772959681502","0.813915128353043","26.6229","4167.246","32.566","146231766266880","7985","1.4471991062164309","5.385097056981841e-7","0.3329","0.35228290139845037","336.1267","1520.278","23.756"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","761","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained wvbhja9k""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","relu","0.01","384","3072","0.01","66","27272450","12","9","./MalBERTA-pretrained-classifier","2048","1024","./MalBERTA-pretrained-classifier","1","float32","0.7882746590136828","0.7829833578269461","0.423123300075531","0.803456854302701","0.7882746590136828","74.8346","3087.088","1.51","8980315139116800","854","0.5318876504898071","0.0000032201405152224825","0.2604","0.2820744804811143","752.6583","1161.543","1.135"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","319","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 1jnovsvf""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.01","relu","0.25","20","40","0.1","18","40422","5","4","./MalBERTA-pretrained-classifier","512","256","./MalBERTA-pretrained-classifier","1","float32","0.7603657014146759","0.7497966106517734","0.4970514476299286","0.7698968271601988","0.7603657014146759","31.6986","29692.32","58.015","4898698788480","14056","0.7408905029296875","2.0276038702333525e-7","0.4522","0.4856185325520515","315.9884","11386.779","44.483"
"malbert-classifier-E3087743FB","abf6054250e0c8a1d8e6fe8f41b58839b94136f6","310","https://github.com/Henry-Ash-Williams/MalBERT/tree/abf6054250e0c8a1d8e6fe8f41b58839b94136f6","","vili","""Pretrained 95rvocsz""","NVIDIA RTX A6000","8","classifier, uses-pretrained","./MalBERTA-pretrained-classifier","[""RobertaForMaskedLM""]","0.001","silu","0.25","128","1024","0.025","34","1506434","4","4","./MalBERTA-pretrained-classifier","256","128","./MalBERTA-pretrained-classifier","1","float32","0.7346979468486151","0.737216275694841","0.5992835760116577","0.8009342362320607","0.7346979468486151","29.6264","16250.856","63.491","462060331257600","14069","0.8586423993110657","2.487739000639704e-7","0.3465","0.360671935927784","305.8521","5887.533","45.999"
